test loss, test acc, exec time: [0.4132617115974426, 0.09905882179737091, '01:37:05']
test loss, test acc, exec time: [0.41326168179512024, 0.0999411791563034, '01:37:46']
test loss, test acc, exec time: [0.41326168179512024, 0.09658823162317276, '01:36:20']
test loss, test acc, exec time: [0.4132617115974426, 0.09805882722139359, '01:37:16']
test loss, test acc, exec time: [0.41326168179512024, 0.10152941197156906, '01:38:47']
test loss, test acc, exec time: [0.4132617115974426, 0.09805882722139359, '01:38:39']
test loss, test acc, exec time: [0.41326165199279785, 0.09852941334247589, '01:38:50']
test loss, test acc, exec time: [0.41326168179512024, 0.09482353180646896, '01:38:42']
test loss, test acc, exec time: [0.41326168179512024, 0.09817647188901901, '01:38:06']
test loss, test acc, exec time: [0.4132617115974426, 0.09923529624938965, '01:36:51']
