test loss, test acc, exec time: [0.0042883181013166904, 0.9762352705001831, '08:47:26']
test loss, test acc, exec time: [0.001212014234624803, 0.9966353178024292, '08:20:09']
test loss, test acc, exec time: [0.09809883683919907, 0.02043529413640499, '08:20:31']
test loss, test acc, exec time: [0.6931459307670593, 0.02011764794588089, '04:31:14']
test loss, test acc, exec time: [0.6931459307670593, 0.019505882635712624, '04:28:40']
test loss, test acc, exec time: [0.6931459307670593, 0.02003529481589794, '04:33:24']
test loss, test acc, exec time: [0.6931459307670593, 0.019811764359474182, '04:24:46']
test loss, test acc, exec time: [0.6931459307670593, 0.02064705826342106, '04:26:23']
test loss, test acc, exec time: [0.6931459307670593, 0.01952941156923771, '04:48:21']
test loss, test acc, exec time: [0.6931459307670593, 0.019341176375746727, '04:24:02']
